,Area,Item,Year,hg/ha_yield,pesticides_tonnes,avg_temp
24615,Turkey,Wheat,2004,22658,28831,17.97
24616,Turkey,Maize,2005,70000,40332,19.44
24617,Turkey,Maize,2005,70000,40332,11.24
24618,Turkey,Maize,2005,70000,40332,12.2
24619,Turkey,Maize,2005,70000,40332,14.23
24620,Turkey,Maize,2005,70000,40332,17.78
24621,Turkey,Potatoes,2005,266540,40332,19.44
24622,Turkey,Potatoes,2005,266540,40332,11.24
24623,Turkey,Potatoes,2005,266540,40332,12.2
24624,Turkey,Potatoes,2005,266540,40332,14.23
24625,Turkey,Potatoes,2005,266540,40332,17.78
24626,Turkey,"Rice, paddy",2005,70664,40332,19.44
24627,Turkey,"Rice, paddy",2005,70664,40332,11.24
24628,Turkey,"Rice, paddy",2005,70664,40332,12.2
24629,Turkey,"Rice, paddy",2005,70664,40332,14.23
24630,Turkey,"Rice, paddy",2005,70664,40332,17.78
24631,Turkey,Sorghum,2005,23256,40332,19.44
24632,Turkey,Sorghum,2005,23256,40332,11.24
24633,Turkey,Sorghum,2005,23256,40332,12.2
24634,Turkey,Sorghum,2005,23256,40332,14.23
24635,Turkey,Sorghum,2005,23256,40332,17.78
24636,Turkey,Soybeans,2005,33721,40332,19.44
24637,Turkey,Soybeans,2005,33721,40332,11.24
24638,Turkey,Soybeans,2005,33721,40332,12.2
24639,Turkey,Soybeans,2005,33721,40332,14.23
24640,Turkey,Soybeans,2005,33721,40332,17.78
24641,Turkey,Wheat,2005,23309,40332,19.44
24642,Turkey,Wheat,2005,23309,40332,11.24
24643,Turkey,Wheat,2005,23309,40332,12.2
24644,Turkey,Wheat,2005,23309,40332,14.23
24645,Turkey,Wheat,2005,23309,40332,17.78
24646,Turkey,Maize,2006,72139,27421,19.44
24647,Turkey,Maize,2006,72139,27421,11.12
24648,Turkey,Maize,2006,72139,27421,11.96
24649,Turkey,Maize,2006,72139,27421,14.11
24650,Turkey,Maize,2006,72139,27421,17.71
24651,Turkey,Potatoes,2006,276077,27421,19.44
24652,Turkey,Potatoes,2006,276077,27421,11.12
24653,Turkey,Potatoes,2006,276077,27421,11.96
24654,Turkey,Potatoes,2006,276077,27421,14.11
24655,Turkey,Potatoes,2006,276077,27421,17.71
24656,Turkey,"Rice, paddy",2006,70273,27421,19.44
24657,Turkey,"Rice, paddy",2006,70273,27421,11.12
24658,Turkey,"Rice, paddy",2006,70273,27421,11.96
24659,Turkey,"Rice, paddy",2006,70273,27421,14.11
24660,Turkey,"Rice, paddy",2006,70273,27421,17.71
24661,Turkey,Sorghum,2006,26023,27421,19.44
24662,Turkey,Sorghum,2006,26023,27421,11.12
24663,Turkey,Sorghum,2006,26023,27421,11.96
24664,Turkey,Sorghum,2006,26023,27421,14.11
24665,Turkey,Sorghum,2006,26023,27421,17.71
24666,Turkey,Soybeans,2006,39688,27421,19.44
24667,Turkey,Soybeans,2006,39688,27421,11.12
24668,Turkey,Soybeans,2006,39688,27421,11.96
24669,Turkey,Soybeans,2006,39688,27421,14.11
24670,Turkey,Soybeans,2006,39688,27421,17.71
24671,Turkey,Wheat,2006,23595,27421,19.44
24672,Turkey,Wheat,2006,23595,27421,11.12
24673,Turkey,Wheat,2006,23595,27421,11.96
24674,Turkey,Wheat,2006,23595,27421,14.11
24675,Turkey,Wheat,2006,23595,27421,17.71
24676,Turkey,Maize,2007,68381,48715.51,19.82
24677,Turkey,Maize,2007,68381,48715.51,11.87
24678,Turkey,Maize,2007,68381,48715.51,12.91
24679,Turkey,Maize,2007,68381,48715.51,14.98
24680,Turkey,Maize,2007,68381,48715.51,18.6
24681,Turkey,Potatoes,2007,276422,48715.51,19.82
24682,Turkey,Potatoes,2007,276422,48715.51,11.87
24683,Turkey,Potatoes,2007,276422,48715.51,12.91
24684,Turkey,Potatoes,2007,276422,48715.51,14.98
24685,Turkey,Potatoes,2007,276422,48715.51,18.6
24686,Turkey,"Rice, paddy",2007,69084,48715.51,19.82
24687,Turkey,"Rice, paddy",2007,69084,48715.51,11.87
24688,Turkey,"Rice, paddy",2007,69084,48715.51,12.91
24689,Turkey,"Rice, paddy",2007,69084,48715.51,14.98
24690,Turkey,"Rice, paddy",2007,69084,48715.51,18.6
24691,Turkey,Sorghum,2007,32222,48715.51,19.82
24692,Turkey,Sorghum,2007,32222,48715.51,11.87
24693,Turkey,Sorghum,2007,32222,48715.51,12.91
24694,Turkey,Sorghum,2007,32222,48715.51,14.98
24695,Turkey,Sorghum,2007,32222,48715.51,18.6
24696,Turkey,Soybeans,2007,35350,48715.51,19.82
24697,Turkey,Soybeans,2007,35350,48715.51,11.87
24698,Turkey,Soybeans,2007,35350,48715.51,12.91
24699,Turkey,Soybeans,2007,35350,48715.51,14.98
24700,Turkey,Soybeans,2007,35350,48715.51,18.6
24701,Turkey,Wheat,2007,21675,48715.51,19.82
24702,Turkey,Wheat,2007,21675,48715.51,11.87
24703,Turkey,Wheat,2007,21675,48715.51,12.91
24704,Turkey,Wheat,2007,21675,48715.51,14.98
24705,Turkey,Wheat,2007,21675,48715.51,18.6
24706,Turkey,Maize,2008,71988,37640.2,19.92
24707,Turkey,Maize,2008,71988,37640.2,11.33
24708,Turkey,Maize,2008,71988,37640.2,12.7
24709,Turkey,Maize,2008,71988,37640.2,14.91
24710,Turkey,Maize,2008,71988,37640.2,18.47
24711,Turkey,Potatoes,2008,282947,37640.2,19.92
24712,Turkey,Potatoes,2008,282947,37640.2,11.33
24713,Turkey,Potatoes,2008,282947,37640.2,12.7
24714,Turkey,Potatoes,2008,282947,37640.2,14.91
24715,Turkey,Potatoes,2008,282947,37640.2,18.47
24716,Turkey,"Rice, paddy",2008,75716,37640.2,19.92
24717,Turkey,"Rice, paddy",2008,75716,37640.2,11.33
24718,Turkey,"Rice, paddy",2008,75716,37640.2,12.7
24719,Turkey,"Rice, paddy",2008,75716,37640.2,14.91
24720,Turkey,"Rice, paddy",2008,75716,37640.2,18.47
24721,Turkey,Sorghum,2008,30811,37640.2,19.92
24722,Turkey,Sorghum,2008,30811,37640.2,11.33
24723,Turkey,Sorghum,2008,30811,37640.2,12.7
24724,Turkey,Sorghum,2008,30811,37640.2,14.91
24725,Turkey,Sorghum,2008,30811,37640.2,18.47
24726,Turkey,Soybeans,2008,36490,37640.2,19.92
24727,Turkey,Soybeans,2008,36490,37640.2,11.33
24728,Turkey,Soybeans,2008,36490,37640.2,12.7
24729,Turkey,Soybeans,2008,36490,37640.2,14.91
24730,Turkey,Soybeans,2008,36490,37640.2,18.47
24731,Turkey,Wheat,2008,23451,37640.2,19.92
24732,Turkey,Wheat,2008,23451,37640.2,11.33
24733,Turkey,Wheat,2008,23451,37640.2,12.7
24734,Turkey,Wheat,2008,23451,37640.2,14.91
24735,Turkey,Wheat,2008,23451,37640.2,18.47
24736,Turkey,Maize,2009,71878,37651.15,19.94
24737,Turkey,Maize,2009,71878,37651.15,11.63
24738,Turkey,Maize,2009,71878,37651.15,12.75
24739,Turkey,Maize,2009,71878,37651.15,14.95
24740,Turkey,Maize,2009,71878,37651.15,18.41
24741,Turkey,Potatoes,2009,305986,37651.15,19.94
24742,Turkey,Potatoes,2009,305986,37651.15,11.63
24743,Turkey,Potatoes,2009,305986,37651.15,12.75
24744,Turkey,Potatoes,2009,305986,37651.15,14.95
24745,Turkey,Potatoes,2009,305986,37651.15,18.41
24746,Turkey,"Rice, paddy",2009,77765,37651.15,19.94
24747,Turkey,"Rice, paddy",2009,77765,37651.15,11.63
24748,Turkey,"Rice, paddy",2009,77765,37651.15,12.75
24749,Turkey,"Rice, paddy",2009,77765,37651.15,14.95
24750,Turkey,"Rice, paddy",2009,77765,37651.15,18.41
24751,Turkey,Sorghum,2009,51316,37651.15,19.94
24752,Turkey,Sorghum,2009,51316,37651.15,11.63
24753,Turkey,Sorghum,2009,51316,37651.15,12.75
24754,Turkey,Sorghum,2009,51316,37651.15,14.95
24755,Turkey,Sorghum,2009,51316,37651.15,18.41
24756,Turkey,Soybeans,2009,36570,37651.15,19.94
24757,Turkey,Soybeans,2009,36570,37651.15,11.63
24758,Turkey,Soybeans,2009,36570,37651.15,12.75
24759,Turkey,Soybeans,2009,36570,37651.15,14.95
24760,Turkey,Soybeans,2009,36570,37651.15,18.41
24761,Turkey,Wheat,2009,25667,37651.15,19.94
24762,Turkey,Wheat,2009,25667,37651.15,11.63
24763,Turkey,Wheat,2009,25667,37651.15,12.75
24764,Turkey,Wheat,2009,25667,37651.15,14.95
24765,Turkey,Wheat,2009,25667,37651.15,18.41
24766,Turkey,Maize,2010,72614,38554.69,21.02
24767,Turkey,Maize,2010,72614,38554.69,13.27
24768,Turkey,Maize,2010,72614,38554.69,13.8
24769,Turkey,Maize,2010,72614,38554.69,15.6
24770,Turkey,Maize,2010,72614,38554.69,19.27
24771,Turkey,Potatoes,2010,323303,38554.69,21.02
24772,Turkey,Potatoes,2010,323303,38554.69,13.27
24773,Turkey,Potatoes,2010,323303,38554.69,13.8
24774,Turkey,Potatoes,2010,323303,38554.69,15.6
24775,Turkey,Potatoes,2010,323303,38554.69,19.27
24776,Turkey,"Rice, paddy",2010,86899,38554.69,21.02
24777,Turkey,"Rice, paddy",2010,86899,38554.69,13.27
24778,Turkey,"Rice, paddy",2010,86899,38554.69,13.8
24779,Turkey,"Rice, paddy",2010,86899,38554.69,15.6
24780,Turkey,"Rice, paddy",2010,86899,38554.69,19.27
24781,Turkey,Sorghum,2010,70968,38554.69,21.02
24782,Turkey,Sorghum,2010,70968,38554.69,13.27
24783,Turkey,Sorghum,2010,70968,38554.69,13.8
24784,Turkey,Sorghum,2010,70968,38554.69,15.6
24785,Turkey,Sorghum,2010,70968,38554.69,19.27
24786,Turkey,Soybeans,2010,36869,38554.69,21.02
24787,Turkey,Soybeans,2010,36869,38554.69,13.27
24788,Turkey,Soybeans,2010,36869,38554.69,13.8
24789,Turkey,Soybeans,2010,36869,38554.69,15.6
24790,Turkey,Soybeans,2010,36869,38554.69,19.27
24791,Turkey,Wheat,2010,24400,38554.69,21.02
24792,Turkey,Wheat,2010,24400,38554.69,13.27
24793,Turkey,Wheat,2010,24400,38554.69,13.8
24794,Turkey,Wheat,2010,24400,38554.69,15.6
24795,Turkey,Wheat,2010,24400,38554.69,19.27
24796,Turkey,Maize,2011,71707,39534.43,19.36
24797,Turkey,Maize,2011,71707,39534.43,10.39
24798,Turkey,Maize,2011,71707,39534.43,11.6
24799,Turkey,Maize,2011,71707,39534.43,13.65
24800,Turkey,Maize,2011,71707,39534.43,17.6
24801,Turkey,Potatoes,2011,324041,39534.43,19.36
24802,Turkey,Potatoes,2011,324041,39534.43,10.39
24803,Turkey,Potatoes,2011,324041,39534.43,11.6
24804,Turkey,Potatoes,2011,324041,39534.43,13.65
24805,Turkey,Potatoes,2011,324041,39534.43,17.6
24806,Turkey,"Rice, paddy",2011,90559,39534.43,19.36
24807,Turkey,"Rice, paddy",2011,90559,39534.43,10.39
24808,Turkey,"Rice, paddy",2011,90559,39534.43,11.6
24809,Turkey,"Rice, paddy",2011,90559,39534.43,13.65
24810,Turkey,"Rice, paddy",2011,90559,39534.43,17.6
24811,Turkey,Sorghum,2011,69231,39534.43,19.36
24812,Turkey,Sorghum,2011,69231,39534.43,10.39
24813,Turkey,Sorghum,2011,69231,39534.43,11.6
24814,Turkey,Sorghum,2011,69231,39534.43,13.65
24815,Turkey,Sorghum,2011,69231,39534.43,17.6
24816,Turkey,Soybeans,2011,38704,39534.43,19.36
24817,Turkey,Soybeans,2011,38704,39534.43,10.39
24818,Turkey,Soybeans,2011,38704,39534.43,11.6
24819,Turkey,Soybeans,2011,38704,39534.43,13.65
24820,Turkey,Soybeans,2011,38704,39534.43,17.6
24821,Turkey,Wheat,2011,27038,39534.43,19.36
24822,Turkey,Wheat,2011,27038,39534.43,10.39
24823,Turkey,Wheat,2011,27038,39534.43,11.6
24824,Turkey,Wheat,2011,27038,39534.43,13.65
24825,Turkey,Wheat,2011,27038,39534.43,17.6
24826,Turkey,Maize,2012,73884,42610.59,19.92
24827,Turkey,Maize,2012,73884,42610.59,11.45
24828,Turkey,Maize,2012,73884,42610.59,12.71
24829,Turkey,Maize,2012,73884,42610.59,14.97
24830,Turkey,Maize,2012,73884,42610.59,18.54
24831,Turkey,Potatoes,2012,280384,42610.59,19.92
24832,Turkey,Potatoes,2012,280384,42610.59,11.45
24833,Turkey,Potatoes,2012,280384,42610.59,12.71
24834,Turkey,Potatoes,2012,280384,42610.59,14.97
24835,Turkey,Potatoes,2012,280384,42610.59,18.54
24836,Turkey,"Rice, paddy",2012,73539,42610.59,19.92
24837,Turkey,"Rice, paddy",2012,73539,42610.59,11.45
24838,Turkey,"Rice, paddy",2012,73539,42610.59,12.71
24839,Turkey,"Rice, paddy",2012,73539,42610.59,14.97
24840,Turkey,"Rice, paddy",2012,73539,42610.59,18.54
24841,Turkey,Sorghum,2012,76000,42610.59,19.92
24842,Turkey,Sorghum,2012,76000,42610.59,11.45
24843,Turkey,Sorghum,2012,76000,42610.59,12.71
24844,Turkey,Sorghum,2012,76000,42610.59,14.97
24845,Turkey,Sorghum,2012,76000,42610.59,18.54
24846,Turkey,Soybeans,2012,36394,42610.59,19.92
24847,Turkey,Soybeans,2012,36394,42610.59,11.45
24848,Turkey,Soybeans,2012,36394,42610.59,12.71
24849,Turkey,Soybeans,2012,36394,42610.59,14.97
24850,Turkey,Soybeans,2012,36394,42610.59,18.54
24851,Turkey,Wheat,2012,26723,42610.59,19.92
24852,Turkey,Wheat,2012,26723,42610.59,11.45
24853,Turkey,Wheat,2012,26723,42610.59,12.71
24854,Turkey,Wheat,2012,26723,42610.59,14.97
24855,Turkey,Wheat,2012,26723,42610.59,18.54
24856,Turkey,Maize,2013,89499,39440,20.22
24857,Turkey,Maize,2013,89499,39440,13.27
24858,Turkey,Maize,2013,89499,39440,14.07
24859,Turkey,Maize,2013,89499,39440,16.02
24860,Turkey,Maize,2013,89499,39440,19.21
24861,Turkey,Potatoes,2013,315329,39440,20.22
24862,Turkey,Potatoes,2013,315329,39440,13.27
24863,Turkey,Potatoes,2013,315329,39440,14.07
24864,Turkey,Potatoes,2013,315329,39440,16.02
24865,Turkey,Potatoes,2013,315329,39440,19.21
24866,Turkey,"Rice, paddy",2013,81380,39440,20.22
24867,Turkey,"Rice, paddy",2013,81380,39440,13.27
24868,Turkey,"Rice, paddy",2013,81380,39440,14.07
24869,Turkey,"Rice, paddy",2013,81380,39440,16.02
24870,Turkey,"Rice, paddy",2013,81380,39440,19.21
24871,Turkey,Sorghum,2013,26544,39440,20.22
24872,Turkey,Sorghum,2013,26544,39440,13.27
24873,Turkey,Sorghum,2013,26544,39440,14.07
24874,Turkey,Sorghum,2013,26544,39440,16.02
24875,Turkey,Sorghum,2013,26544,39440,19.21
24876,Turkey,Soybeans,2013,41609,39440,20.22
24877,Turkey,Soybeans,2013,41609,39440,13.27
24878,Turkey,Soybeans,2013,41609,39440,14.07
24879,Turkey,Soybeans,2013,41609,39440,16.02
24880,Turkey,Soybeans,2013,41609,39440,19.21
24881,Turkey,Wheat,2013,28451,39440,20.22
24882,Turkey,Wheat,2013,28451,39440,13.27
24883,Turkey,Wheat,2013,28451,39440,14.07
24884,Turkey,Wheat,2013,28451,39440,16.02
24885,Turkey,Wheat,2013,28451,39440,19.21
24886,Uganda,Cassava,1990,83010,72,23.36
24887,Uganda,Maize,1990,15012,72,23.36
24888,Uganda,Plantains and others,1990,56499,72,23.36
24889,Uganda,Potatoes,1990,70000,72,23.36
24890,Uganda,"Rice, paddy",1990,13846,72,23.36
24891,Uganda,Sorghum,1990,15000,72,23.36
24892,Uganda,Soybeans,1990,9927,72,23.36
24893,Uganda,Sweet potatoes,1990,41009,72,23.36
24894,Uganda,Wheat,1990,20000,72,23.36
24895,Uganda,Cassava,1991,83008,72,23.3
24896,Uganda,Maize,1991,13500,72,23.3
24897,Uganda,Plantains and others,1991,56503,72,23.3
24898,Uganda,Potatoes,1991,71885,72,23.3
24899,Uganda,"Rice, paddy",1991,13556,72,23.3
24900,Uganda,Sorghum,1991,14819,72,23.3
24901,Uganda,Soybeans,1991,10926,72,23.3
24902,Uganda,Sweet potatoes,1991,41978,72,23.3
24903,Uganda,Wheat,1991,18000,72,23.3
24904,Uganda,Cassava,1992,80000,72,23.46
24905,Uganda,Maize,1992,15000,72,23.46
24906,Uganda,Plantains and others,1992,53502,72,23.46
24907,Uganda,Potatoes,1992,72432,72,23.46
24908,Uganda,"Rice, paddy",1992,13600,72,23.46
24909,Uganda,Sorghum,1992,15000,72,23.46
24910,Uganda,Soybeans,1992,10000,72,23.46
24911,Uganda,Sweet potatoes,1992,43100,72,23.46
24912,Uganda,Wheat,1992,17600,72,23.46
24913,Uganda,Cassava,1993,85068,71,23.62
24914,Uganda,Maize,1993,15984,71,23.62
24915,Uganda,Plantains and others,1993,55255,71,23.62
24916,Uganda,Potatoes,1993,80000,71,23.62
24917,Uganda,"Rice, paddy",1993,13962,71,23.62
24918,Uganda,Sorghum,1993,15020,71,23.62
24919,Uganda,Soybeans,1993,10308,71,23.62
24920,Uganda,Sweet potatoes,1993,42565,71,23.62
24921,Uganda,Wheat,1993,18000,71,23.62
24922,Uganda,Cassava,1994,65000,59,23.6
24923,Uganda,Maize,1994,15098,59,23.6
24924,Uganda,Plantains and others,1994,56667,59,23.6
24925,Uganda,Potatoes,1994,83636,59,23.6
24926,Uganda,"Rice, paddy",1994,14000,59,23.6
24927,Uganda,Sorghum,1994,15000,59,23.6
24928,Uganda,Soybeans,1994,11029,59,23.6
24929,Uganda,Sweet potatoes,1994,45011,59,23.6
24930,Uganda,Wheat,1994,18000,59,23.6
24931,Uganda,Cassava,1995,66988,88,23.72
24932,Uganda,Maize,1995,15989,88,23.72
24933,Uganda,Plantains and others,1995,59603,88,23.72
24934,Uganda,Potatoes,1995,80400,88,23.72
24935,Uganda,"Rice, paddy",1995,14000,88,23.72
24936,Uganda,Sorghum,1995,15000,88,23.72
24937,Uganda,Soybeans,1995,10972,88,23.72
24938,Uganda,Sweet potatoes,1995,45000,88,23.72
24939,Uganda,Wheat,1995,18000,88,23.72
24940,Uganda,Cassava,1996,67015,88,23.49
24941,Uganda,Maize,1996,12997,88,23.49
24942,Uganda,Plantains and others,1996,60000,88,23.49
24943,Uganda,Potatoes,1996,60000,88,23.49
24944,Uganda,"Rice, paddy",1996,14138,88,23.49
24945,Uganda,Sorghum,1996,10996,88,23.49
24946,Uganda,Soybeans,1996,11447,88,23.49
24947,Uganda,Sweet potatoes,1996,30000,88,23.49
24948,Uganda,Wheat,1996,18000,88,23.49
24949,Uganda,Cassava,1997,66988,88,24.04
24950,Uganda,Maize,1997,12375,88,24.04
24951,Uganda,Plantains and others,1997,60488,88,24.04
24952,Uganda,Potatoes,1997,64286,88,24.04
24953,Uganda,"Rice, paddy",1997,13333,88,24.04
24954,Uganda,Sorghum,1997,10652,88,24.04
24955,Uganda,Soybeans,1997,11053,88,24.04
24956,Uganda,Sweet potatoes,1997,35803,88,24.04
24957,Uganda,Wheat,1997,18000,88,24.04
24958,Uganda,Cassava,1998,90000,88,23.97
24959,Uganda,Maize,1998,15000,88,23.97
24960,Uganda,Plantains and others,1998,60000,88,23.97
24961,Uganda,Potatoes,1998,64000,88,23.97
24962,Uganda,"Rice, paddy",1998,14063,88,23.97
24963,Uganda,Sorghum,1998,15000,88,23.97
24964,Uganda,Soybeans,1998,11500,88,23.97
24965,Uganda,Sweet potatoes,1998,40000,88,23.97
24966,Uganda,Wheat,1998,18000,88,23.97
24967,Uganda,Cassava,1999,130000,88,23.52
24968,Uganda,Maize,1999,17319,88,23.52
24969,Uganda,Plantains and others,1999,57000,88,23.52
24970,Uganda,Potatoes,1999,70156,88,23.52
24971,Uganda,"Rice, paddy",1999,13971,88,23.52
24972,Uganda,Sorghum,1999,15018,88,23.52
24973,Uganda,Soybeans,1999,12024,88,23.52
24974,Uganda,Sweet potatoes,1999,43673,88,23.52
24975,Uganda,Wheat,1999,18333,88,23.52
24976,Uganda,Cassava,2000,123840,88,23.75
24977,Uganda,Maize,2000,17424,88,23.75
24978,Uganda,Plantains and others,2000,58999,88,23.75
24979,Uganda,Potatoes,2000,70294,88,23.75
24980,Uganda,"Rice, paddy",2000,15139,88,23.75
24981,Uganda,Sorghum,2000,12893,88,23.75
24982,Uganda,Soybeans,2000,12075,88,23.75
24983,Uganda,Sweet potatoes,2000,43207,88,23.75
24984,Uganda,Wheat,2000,17143,88,23.75
24985,Uganda,Cassava,2001,135000,88,23.47
24986,Uganda,Maize,2001,18006,88,23.47
24987,Uganda,Plantains and others,2001,60000,88,23.47
24988,Uganda,Potatoes,2001,69589,88,23.47
24989,Uganda,"Rice, paddy",2001,15000,88,23.47
24990,Uganda,Sorghum,2001,15000,88,23.47
24991,Uganda,Soybeans,2001,11339,88,23.47
24992,Uganda,Sweet potatoes,2001,43969,88,23.47
24993,Uganda,Wheat,2001,17500,88,23.47
24994,Uganda,Cassava,2002,135000,88,23.99
24995,Uganda,Maize,2002,18003,88,23.99
24996,Uganda,Plantains and others,2002,60000,88,23.99
24997,Uganda,Potatoes,2002,70000,88,23.99
24998,Uganda,"Rice, paddy",2002,15000,88,23.99
24999,Uganda,Sorghum,2002,14982,88,23.99
25000,Uganda,Soybeans,2002,10993,88,23.99
25001,Uganda,Sweet potatoes,2002,44007,88,23.99
25002,Uganda,Wheat,2002,17500,88,23.99
25003,Uganda,Cassava,2004,135135,88,24.02
25004,Uganda,Maize,2004,14400,88,24.02
25005,Uganda,Plantains and others,2004,58000,88,24.02
25006,Uganda,Potatoes,2004,69036,88,24.02
25007,Uganda,"Rice, paddy",2004,13011,88,24.02
25008,Uganda,Sorghum,2004,14000,88,24.02
25009,Uganda,Soybeans,2004,10972,88,24.02
25010,Uganda,Sweet potatoes,2004,44020,88,24.02
25011,Uganda,Wheat,2004,16667,88,24.02
25012,Uganda,Cassava,2005,144083,88,24.29
25013,Uganda,Maize,2005,15859,88,24.29
25014,Uganda,Plantains and others,2005,54000,88,24.29
25015,Uganda,Potatoes,2005,68023,88,24.29
25016,Uganda,"Rice, paddy",2005,15000,88,24.29
25017,Uganda,Sorghum,2005,15272,88,24.29
25018,Uganda,Soybeans,2005,10972,88,24.29
25019,Uganda,Sweet potatoes,2005,44136,88,24.29
25020,Uganda,Wheat,2005,16667,88,24.29
25021,Uganda,Cassava,2006,129974,88,23.95
25022,Uganda,Maize,2006,15361,88,23.95
25023,Uganda,Plantains and others,2006,53989,88,23.95
25024,Uganda,Potatoes,2006,69778,88,23.95
25025,Uganda,"Rice, paddy",2006,13628,88,23.95
25026,Uganda,Sorghum,2006,14286,88,23.95
25027,Uganda,Soybeans,2006,12069,88,23.95
25028,Uganda,Sweet potatoes,2006,45000,88,23.95
25029,Uganda,Wheat,2006,18000,88,23.95
25030,Uganda,Cassava,2007,128834,88,23.68
25031,Uganda,Maize,2007,14950,88,23.68
25032,Uganda,Plantains and others,2007,55012,88,23.68
25033,Uganda,Potatoes,2007,69892,88,23.68
25034,Uganda,"Rice, paddy",2007,13613,88,23.68
25035,Uganda,Sorghum,2007,14573,88,23.68
25036,Uganda,Soybeans,2007,11973,88,23.68
25037,Uganda,Sweet potatoes,2007,45912,88,23.68
25038,Uganda,Wheat,2007,17273,88,23.68
25039,Uganda,Cassava,2008,72252,88,23.68
25040,Uganda,Maize,2008,22005,88,23.68
25041,Uganda,Plantains and others,2008,46017,88,23.68
25042,Uganda,Potatoes,2008,47419,88,23.68
25043,Uganda,"Rice, paddy",2008,13895,88,23.68
25044,Uganda,Sorghum,2008,10663,88,23.68
25045,Uganda,Soybeans,2008,7097,88,23.68
25046,Uganda,Sweet potatoes,2008,42014,88,23.68
25047,Uganda,Wheat,2008,17273,88,23.68
25048,Uganda,Cassava,2009,71829,88,24.18
25049,Uganda,Maize,2009,24996,88,24.18
25050,Uganda,Plantains and others,2009,48004,88,24.18
25051,Uganda,Potatoes,2009,46286,88,24.18
25052,Uganda,"Rice, paddy",2009,23926,88,24.18
25053,Uganda,Sorghum,2009,11009,88,24.18
25054,Uganda,Soybeans,2009,6000,88,24.18
25055,Uganda,Sweet potatoes,2009,41965,88,24.18
25056,Uganda,Wheat,2009,16667,88,24.18
25057,Uganda,Cassava,2010,61120,88,24.14
25058,Uganda,Maize,2010,22999,88,24.14
25059,Uganda,Plantains and others,2010,48000,88,24.14
25060,Uganda,Potatoes,2010,47714,88,24.14
25061,Uganda,"Rice, paddy",2010,25070,88,24.14
25062,Uganda,Sorghum,2010,11008,88,24.14
25063,Uganda,Soybeans,2010,6000,88,24.14
25064,Uganda,Sweet potatoes,2010,44955,88,24.14
25065,Uganda,Wheat,2010,16667,88,24.14
25066,Uganda,Cassava,2011,48728,88,23.89
25067,Uganda,Maize,2011,23999,88,23.89
25068,Uganda,Plantains and others,2011,48000,88,23.89
25069,Uganda,Potatoes,2011,49920,88,23.89
25070,Uganda,"Rice, paddy",2011,25889,88,23.89
25071,Uganda,Sorghum,2011,12005,88,23.89
25072,Uganda,Soybeans,2011,7000,88,23.89
25073,Uganda,Sweet potatoes,2011,40000,88,23.89
25074,Uganda,Wheat,2011,17692,88,23.89
25075,Uganda,Cassava,2012,32973,88,24.03
25076,Uganda,Maize,2012,24996,88,24.03
25077,Uganda,Plantains and others,2012,45999,88,24.03
25078,Uganda,Potatoes,2012,49440,88,24.03
25079,Uganda,"Rice, paddy",2012,23043,88,24.03
25080,Uganda,Sorghum,2012,9008,88,24.03
25081,Uganda,Soybeans,2012,5001,88,24.03
25082,Uganda,Sweet potatoes,2012,40978,88,24.03
25083,Uganda,Wheat,2012,14286,88,24.03
25084,Uganda,Cassava,2013,35006,88,24.13
25085,Uganda,Maize,2013,24949,88,24.13
25086,Uganda,Plantains and others,2013,45000,88,24.13
25087,Uganda,Potatoes,2013,45013,88,24.13
25088,Uganda,"Rice, paddy",2013,23011,88,24.13
25089,Uganda,Sorghum,2013,8016,88,24.13
25090,Uganda,Soybeans,2013,5000,88,24.13
25091,Uganda,Sweet potatoes,2013,40059,88,24.13
25092,Uganda,Wheat,2013,14286,88,24.13
25093,Ukraine,Maize,1992,25072,66772,8.07
25094,Ukraine,Potatoes,1992,118906,66772,8.07
25095,Ukraine,"Rice, paddy",1992,37722,66772,8.07
25096,Ukraine,Sorghum,1992,8571,66772,8.07
25097,Ukraine,Soybeans,1992,7836,66772,8.07
25098,Ukraine,Wheat,1992,30926,66772,8.07
25099,Ukraine,Maize,1993,28445,61843.46,6.89
25100,Ukraine,Potatoes,1993,136956,61843.46,6.89
25101,Ukraine,"Rice, paddy",1993,29565,61843.46,6.89
25102,Ukraine,Sorghum,1993,7143,61843.46,6.89
25103,Ukraine,Soybeans,1993,8714,61843.46,6.89
25104,Ukraine,Wheat,1993,37980,61843.46,6.89
25105,Ukraine,Maize,1994,23614,56914.93,7.98
25106,Ukraine,Potatoes,1994,105449,56914.93,7.98
25107,Ukraine,"Rice, paddy",1994,35909,56914.93,7.98
25108,Ukraine,Sorghum,1994,6000,56914.93,7.98
25109,Ukraine,Soybeans,1994,7203,56914.93,7.98
25110,Ukraine,Wheat,1994,30745,56914.93,7.98
25111,Ukraine,Maize,1995,29207,51986.39,8.26
25112,Ukraine,Potatoes,1995,96233,51986.39,8.26
25113,Ukraine,"Rice, paddy",1995,36409,51986.39,8.26
25114,Ukraine,Sorghum,1995,8942,51986.39,8.26
25115,Ukraine,Soybeans,1995,9679,51986.39,8.26
25116,Ukraine,Wheat,1995,29699,51986.39,8.26
25117,Ukraine,Maize,1996,27365,47057.85,7
25118,Ukraine,Potatoes,1996,118859,47057.85,7
25119,Ukraine,"Rice, paddy",1996,35518,47057.85,7
25120,Ukraine,Sorghum,1996,7143,47057.85,7
